8 degree,,,15 degree,,,45 degree,,,90 degree,,
Extension (mm),Load (N),N.mm,Extension (mm),Load (N),N.mm,Extension (mm),Load (N),N.mm,Extension (mm),Load (N),N.mm
0.20161,98.58,0.039432,0.20102,59.97,0.023988,0.20235,1.75,0.0007,,,
0.20201,99.26,0.039704,0.20142,59.55,0.02382,0.20275,1.57,0.000628,,,
0.20241,99.51,0.039804,0.20182,59.22,0.023688,0.20315,1.73,0.000692,,,
0.20281,99.94,0.039976,0.20222,58.95,0.02358,0.20355,1.68,0.000672,,,
0.20321,100.12,0.040048,0.20262,58.41,0.023364,0.20395,1.64,0.000656,,,
0.20361,100.48,0.040192,0.20302,57.79,0.023116,0.20435,1.7,0.00085,,,
0.20401,100.99,0.040396,0.20342,56.88,0.022752,0.20485,1.71,0.000513,,,
0.20441,101.29,0.040516,0.20382,55.93,0.027965,0.20515,1.7,0.00085,,,
0.20481,101.65,0.04066,0.20432,50.77,0.020308,0.20565,1.63,0.000652,,,
0.20521,101.86,0.040744,0.20472,31.52,0.009456,0.20605,1.82,0.000728,,,
0.20561,102.38,0.040952,0.20502,30.24,0.01512,0.20645,1.61,0.000644,,,
0.20601,102.65,0.04106,0.20552,30.02,0.012008,0.20685,1.71,0.000684,,,
0.20641,103.07,0.041228,0.20592,29.85,0.01194,0.20725,1.46,0.00073,,,
0.20681,103.5,0.0414,0.20632,29.8,0.01192,0.20775,1.67,0.000835,,,
0.20721,103.59,0.041436,0.20672,29.77,0.011908,0.20825,1.71,0.000684,,,
0.20761,103.95,0.04158,0.20712,29.83,0.011932,0.20865,1.68,0.000672,,,
0.20801,104.39,0.041756,0.20752,29.7,0.01188,0.20905,1.55,0.00062,,,
0.20841,104.65,0.04186,0.20792,29.63,0.011852,0.20945,1.57,0.000785,,,
0.20881,105.04,0.042016,0.20832,29.69,0.011876,0.20995,1.67,0.000835,,,
0.20921,105.36,0.042144,0.20872,29.73,0.011892,0.21045,1.51,0.000604,,,
0.20961,105.74,0.042296,0.20912,29.76,0.011904,0.21085,1.39,0.000556,,,
0.21001,106.05,0.04242,0.20952,29.54,0.01477,0.21125,1.49,0.000745,,,
0.21041,106.3,0.05315,0.21002,29.65,0.01186,0.21175,1.46,0.000584,,,
0.21091,106.94,0.042776,0.21042,29.41,0.011764,0.21215,1.49,0.000596,,,
0.21131,107.25,0.0429,0.21082,29.58,0.011832,0.21255,1.41,0.000564,,,
0.21171,107.65,0.04306,0.21122,29.33,0.011732,0.21295,1.51,0.000755,,,
0.21211,107.95,0.053975,0.21162,29.47,0.011788,0.21345,1.4,0.00056,,,
0.21261,108.21,0.043284,0.21202,29.44,0.011776,0.21385,1.46,0.000584,,,
0.21301,108.49,0.043396,0.21242,29.19,0.014595,0.21425,1.48,0.000592,,,
0.21341,109,0.0545,0.21292,29.19,0.011676,0.21465,1.45,0.00058,,,
0.21391,109.22,0.043688,0.21332,29.13,0.014565,0.21505,1.44,0.000576,,,
0.21431,109.41,0.054705,0.21382,29.15,0.01166,0.21545,1.36,0.000544,,,
0.21481,109.58,0.043832,0.21422,29.15,0.01166,0.21585,1.32,0.000528,,,
0.21521,110.03,0.044012,0.21462,29.1,0.01455,0.21625,1.41,0.000423,,,
0.21561,110.35,0.055175,0.21512,28.89,0.011556,0.21655,1.38,0.00069,,,
0.21611,110.64,0.05532,0.21552,29.07,0.014535,0.21705,1.4,0.00056,,,
0.21661,110.93,0.044372,0.21602,28.93,0.011572,0.21745,1.35,0.00054,,,
0.21701,111.37,0.044548,0.21642,28.77,0.014385,0.21785,1.36,0.000544,,,
0.21741,111.46,0.044584,0.21692,28.54,0.011416,0.21825,1.4,0.00056,,,
0.21781,111.83,0.044732,0.21732,28.28,0.011312,0.21865,1.36,0.000544,,,
0.21821,112.03,0.044812,0.21772,28.15,0.014075,0.21905,1.4,0.00056,,,
0.21861,112.34,0.044936,0.21822,28.23,0.011292,0.21945,1.33,0.000532,,,
0.21901,112.59,0.045036,0.21862,27.95,0.01118,0.21985,1.38,0.000552,,,
0.21941,112.81,0.045124,0.21902,27.82,0.011128,0.22025,1.21,0.000484,,,
0.21981,112.84,0.045136,0.21942,27.67,0.011068,0.22065,1.42,0.000568,,,
0.22021,113.24,0.045296,0.21982,27.52,0.011008,0.22105,1.18,0.000472,,,
0.22061,113.28,0.045312,0.22022,27.61,0.011044,0.22145,1.38,0.000552,,,
0.22101,113.59,0.045436,0.22062,27.39,0.010956,0.22185,1.26,0.000504,,,
0.22141,113.64,0.045456,0.22102,27.44,0.010976,0.22225,1.4,0.00056,,,
0.22181,113.77,0.045508,0.22142,27.41,0.010964,0.22265,1.45,0.00058,,,
0.22221,113.83,0.045532,0.22182,22.3,0.00892,0.22305,1.41,0.000705,,,
0.22261,113.95,0.04558,0.22222,21.9,0.00876,0.22355,1.46,0.000584,,,
0.22301,114.05,0.04562,0.22262,21.72,0.008688,0.22395,1.2,0.00048,,,
0.22341,114.02,0.045608,0.22302,21.41,0.008564,0.22435,1.14,0.00057,,,
0.22381,114.31,0.045724,0.22342,21.1,0.00844,0.22485,1.27,0.000508,,,
0.22421,114.17,0.045668,0.22382,21.05,0.00842,0.22525,1.28,0.00064,,,
0.22461,114.56,0.045824,0.22422,20.86,0.008344,0.22575,1.23,0.000492,,,
0.22501,114.38,0.045752,0.22462,20.58,0.01029,0.22615,1.28,0.000512,,,
0.22541,114.31,0.057155,0.22512,20.57,0.008228,0.22655,1.2,0.0006,,,
0.22591,114.57,0.045828,0.22552,20.38,0.008152,0.22705,1.15,0.00046,,,
0.22631,114.5,0.0458,0.22592,20.12,0.008048,0.22745,1.04,0,,,
0.22671,114.46,0.045784,0.22632,19.93,0.007972,0.22745,1.04,,,,
0.22711,114.52,0.045808,0.22672,19.78,0.007912,,,,,,
0.22751,114.61,0.045844,0.22712,19.5,0.0078,,,,,,
0.22791,114.44,0.05722,0.22752,19.19,0.007676,,,,,,
0.22841,113.67,0.045468,0.22792,18.62,0.007448,,,,,,
0.22881,100.86,0.040344,0.22832,18.42,0.00921,,,,,,
0.22921,93.55,0.03742,0.22882,18.35,0.00734,,,,,,
0.22961,90.23,0.045115,0.22922,18.26,0.007304,,,,,,
0.23011,84.55,0.03382,0.22962,18,0.0072,,,,,,
0.23051,77.95,0.038975,0.23002,17.86,0.00893,,,,,,
0.23101,73.54,0.029416,0.23052,17.72,0.00886,,,,,,
0.23141,70.57,0.028228,0.23102,17.42,0.006968,,,,,,
0.23181,68.79,0.034395,0.23142,17.27,0.006908,,,,,,
0.23231,62.44,0.024976,0.23182,17.1,0.00855,,,,,,
0.23271,58.15,0.029075,0.23232,16.9,0.00676,,,,,,
0.23321,56.48,0.022592,0.23272,16.85,0.00674,,,,,,
0.23361,55.87,0.022348,0.23312,16.67,0.008335,,,,,,
0.23401,54.79,0.027395,0.23362,16.63,0.006652,,,,,,
0.23451,54.03,0.021612,0.23402,16.46,0.006584,,,,,,
0.23491,53.15,0.02126,0.23442,16.54,0.006616,,,,,,
0.23531,52.46,0.02623,0.23482,16.31,0.006524,,,,,,
0.23581,52.1,0.02084,0.23522,16.26,0.00813,,,,,,
0.23621,51.62,0.015486,0.23572,16.11,0.006444,,,,,,
0.23651,51.39,0.020556,0.23612,15.94,0.006376,,,,,,
0.23691,51.12,0.02556,0.23652,15.76,0.006304,,,,,,
0.23741,50.71,0.020284,0.23692,15.81,0.006324,,,,,,
0.23781,49.69,0.019876,0.23732,15.7,0.00628,,,,,,
0.23821,48.5,0.0194,0.23772,15.54,0.006216,,,,,,
0.23861,47.16,0.018864,0.23812,15.46,0.006184,,,,,,
0.23901,44.39,0.017756,0.23852,15.41,0.006164,,,,,,
0.23941,41.84,0.016736,0.23892,15.63,0.004689,,,,,,
0.23981,40.11,0.016044,0.23922,15.34,0.00767,,,,,,
0.24021,39.05,0.01562,0.23972,15.12,0.006048,,,,,,
0.24061,38.62,0.015448,0.24012,15.06,0.00753,,,,,,
0.24101,37.91,0.015164,0.24062,15.15,0.00606,,,,,,
0.24141,37.41,0.014964,0.24102,15,0.006,,,,,,
0.24181,37.07,0.014828,0.24142,14.91,0.005964,,,,,,
0.24221,36.75,0.0147,0.24182,14.79,0.005916,,,,,,
0.24261,36.17,0.018085,0.24222,14.77,0.005908,,,,,,
0.24311,35.9,0.01436,0.24262,14.56,0.005824,,,,,,
0.24351,35.35,0.01414,0.24302,14.57,0.007285,,,,,,
0.24391,34.69,0.013876,0.24352,14.35,0.00574,,,,,,
0.24431,33.9,0.01356,0.24392,14.29,0.005716,,,,,,
0.24471,33.39,0.013356,0.24432,14.25,0.0057,,,,,,
0.24511,32.65,0.01306,0.24472,14.42,0.00721,,,,,,
0.24551,32,0.016,0.24522,14.05,0.00562,,,,,,
0.24601,31.37,0.012548,0.24562,14.01,0.005604,,,,,,
0.24641,30.98,0.012392,0.24602,13.97,0.005588,,,,,,
0.24681,30.48,0.01524,0.24642,14.09,0.005636,,,,,,
0.24731,30.16,0.012064,0.24682,13.62,0.00681,,,,,,
0.24771,29.81,0.011924,0.24732,13.79,0.005516,,,,,,
0.24811,29.26,0.01463,0.24772,13.58,0.00679,,,,,,
0.24861,28.9,0.01156,0.24822,13.61,0.005444,,,,,,
0.24901,28.35,0.014175,0.24862,13.52,0.005408,,,,,,
0.24951,28.13,0.011252,0.24902,13.4,0.0067,,,,,,
0.24991,27.91,0.011164,0.24952,13.39,0.005356,,,,,,
0.25031,27.67,0.013835,0.24992,13.35,0.00534,,,,,,
0.25081,27.2,0.01088,0.25032,13.35,0.00534,,,,,,
0.25121,27.32,0.010928,0.25072,13.09,0.006545,,,,,,
0.25161,26.95,0.013475,0.25122,13.13,0.006565,,,,,,
0.25211,26.84,0.010736,0.25172,13.07,0.006535,,,,,,
0.25251,26.51,0.010604,0.25222,13.01,0.005204,,,,,,
0.25291,26.11,0.010444,0.25262,12.85,0.00514,,,,,,
0.25331,25.88,0.010352,0.25302,12.82,0.003846,,,,,,
0.25371,25.63,0.010252,0.25332,12.66,0.005064,,,,,,
0.25411,25.32,0.010128,0.25372,12.83,0.006415,,,,,,
0.25451,25.11,0.010044,0.25422,12.87,0.005148,,,,,,
0.25491,24.99,0.009996,0.25462,12.81,0.003843,,,,,,
0.25531,24.99,0.009996,0.25492,12.45,0.00498,,,,,,
0.25571,24.7,0.00988,0.25532,12.6,0.00504,,,,,,
0.25611,24.58,0.009832,0.25572,12.55,0.00502,,,,,,
0.25651,24.51,0.009804,0.25612,12.48,0.00624,,,,,,
0.25691,21.8,0.00872,0.25662,12.1,0.00484,,,,,,
0.25731,21.17,0.008468,0.25702,12.15,0.003645,,,,,,
0.25771,20.48,0.008192,0.25732,12.25,0.006125,,,,,,
0.25811,20.29,0.008116,0.25782,12.05,0.00482,,,,,,
0.25851,20,0.008,0.25822,12.06,0.004824,,,,,,
0.25891,19.79,0.009895,0.25862,11.86,0.004744,,,,,,
0.25941,19.48,0.007792,0.25902,11.97,0.004788,,,,,,
0.25981,18.8,0.00752,0.25942,11.76,0.004704,,,,,,
0.26021,18.29,0.007316,0.25982,11.75,0.0047,,,,,,
0.26061,17.9,0.00716,0.26022,11.78,0.004712,,,,,,
0.26101,17.56,0.007024,0.26062,11.45,0.00458,,,,,,
0.26141,17.57,0.007028,0.26102,11.51,0.004604,,,,,,
0.26181,17.43,0.008715,0.26142,11.46,0.004584,,,,,,
0.26231,17.35,0.00694,0.26182,11.44,0.00572,,,,,,
0.26271,17.25,0.0069,0.26232,11.27,0.004508,,,,,,
0.26311,17.01,0.006804,0.26272,11.16,0.004464,,,,,,
0.26351,17.06,0.00853,0.26312,11.21,0.004484,,,,,,
0.26401,16.91,0.006764,0.26352,11.18,0.00559,,,,,,
0.26441,16.9,0.00676,0.26402,10.97,0.004388,,,,,,
0.26481,16.92,0.00846,0.26442,11.1,0.00444,,,,,,
0.26531,16.82,0.006728,0.26482,11.06,0.00553,,,,,,
0.26571,16.76,0.00838,0.26532,10.78,0.004312,,,,,,
0.26621,16.88,0.006752,0.26572,10.92,0.00546,,,,,,
0.26661,16.76,0.006704,0.26622,10.71,0.004284,,,,,,
0.26701,16.61,0.008305,0.26662,10.65,0.00426,,,,,,
0.26751,16.56,0.006624,0.26702,10.54,0.004216,,,,,,
0.26791,16.48,0.006592,0.26742,10.63,0.005315,,,,,,
0.26831,16.16,0.00808,0.26792,10.48,0.004192,,,,,,
0.26881,16.11,0.006444,0.26832,10.31,0.005155,,,,,,
0.26921,16.03,0.006412,0.26882,10.49,0.004196,,,,,,
0.26961,15.93,0.006372,0.26922,10.25,0.0041,,,,,,
0.27001,15.94,0.006376,0.26962,10.23,0.004092,,,,,,
0.27041,15.78,0.006312,0.27002,10.13,0.004052,,,,,,
0.27081,15.78,0.006312,0.27042,10.06,0.004024,,,,,,
0.27121,15.83,0.006332,0.27082,9.98,0.003992,,,,,,
0.27161,15.55,0.00622,0.27122,10.06,0.004024,,,,,,
0.27201,15.64,0.006256,0.27162,9.87,0.003948,,,,,,
0.27241,15.7,0.00628,0.27202,9.91,0.003964,,,,,,
0.27281,15.35,0.00614,0.27242,9.76,0.003904,,,,,,
0.27321,15.51,0.006204,0.27282,9.72,0.003888,,,,,,
0.27361,15.39,0.006156,0.27322,9.59,0.003836,,,,,,
0.27401,15.32,0.006128,0.27362,9.57,0.003828,,,,,,
0.27441,15.34,0.006136,0.27402,9.54,0.003816,,,,,,
0.27481,15.3,0.00612,0.27442,9.47,0.003788,,,,,,
0.27521,15.23,0.007615,0.27482,9.48,0.003792,,,,,,
0.27571,15,0.006,0.27522,9.44,0.003776,,,,,,
0.27611,14.9,0.00596,0.27562,9.34,0.003736,,,,,,
0.27651,15.08,0.006032,0.27602,9.29,0.003716,,,,,,
0.27691,15.11,0.006044,0.27642,9.29,0.003716,,,,,,
0.27731,15.08,0.00754,0.27682,9.12,0.003648,,,,,,
0.27781,15.05,0.00602,0.27722,9.13,0.003652,,,,,,
0.27821,15.02,0.006008,0.27762,9.09,0.003636,,,,,,
0.27861,15.02,0.006008,0.27802,9.07,0.003628,,,,,,
0.27901,15.03,0.006012,0.27842,8.89,0.003556,,,,,,
0.27941,14.85,0.00594,0.27882,8.88,0.003552,,,,,,
0.27981,14.89,0.005956,0.27922,8.83,0.004415,,,,,,
0.28021,14.9,0.00596,0.27972,8.88,0.003552,,,,,,
0.28061,15.01,0.007505,0.28012,8.81,0.003524,,,,,,
0.28111,14.9,0.00596,0.28052,8.54,0.00427,,,,,,
0.28151,14.79,0.007395,0.28102,8.68,0.003472,,,,,,
0.28201,14.67,0.005868,0.28142,8.62,0.00431,,,,,,
0.28241,14.83,0.007415,0.28192,8.69,0.003476,,,,,,
0.28291,14.63,0.005852,0.28232,8.45,0.00338,,,,,,
0.28331,14.67,0.007335,0.28272,8.48,0.00424,,,,,,
0.28381,14.63,0.005852,0.28322,8.46,0.003384,,,,,,
0.28421,14.66,0.005864,0.28362,8.5,0.00425,,,,,,
0.28461,14.73,0.007365,0.28412,8.45,0.00338,,,,,,
0.28511,14.45,0.00578,0.28452,8.27,0.004135,,,,,,
0.28551,14.32,0.005728,0.28502,8.3,0.00332,,,,,,
0.28591,14.39,0.005756,0.28542,8.21,0.003284,,,,,,
0.28631,14.1,0.00564,0.28582,8.25,0.0033,,,,,,
0.28671,14.31,0.005724,0.28622,8.17,0.003268,,,,,,
0.28711,14.08,0.005632,0.28662,8.17,0.003268,,,,,,
0.28751,14.2,0.00568,0.28702,8.21,0.003284,,,,,,
0.28791,14.07,0.005628,0.28742,8.08,0.003232,,,,,,
0.28831,13.85,0.00554,0.28782,8.05,0.00322,,,,,,
0.28871,13.99,0.005596,0.28822,8,0.004,,,,,,
0.28911,13.85,0.00554,0.28872,8,0.0032,,,,,,
0.28951,13.83,0.005532,0.28912,8.12,0.003248,,,,,,
0.28991,13.96,0.005584,0.28952,7.78,0.003112,,,,,,
0.29031,13.77,0.005508,0.28992,7.91,0.003164,,,,,,
0.29071,13.9,0.00556,0.29032,7.88,0.003152,,,,,,
0.29111,13.9,0.00695,0.29072,7.91,0.003164,,,,,,
0.29161,13.76,0.005504,0.29112,7.86,0.003144,,,,,,
0.29201,13.78,0.005512,0.29152,7.86,0.003144,,,,,,
0.29241,13.69,0.005476,0.29192,7.82,0.003128,,,,,,
0.29281,13.77,0.005508,0.29232,7.7,0.00308,,,,,,
0.29321,13.72,0.005488,0.29272,7.75,0.003875,,,,,,
0.29361,13.5,0.0054,0.29322,7.64,0.003056,,,,,,
0.29401,13.56,0.005424,0.29362,7.79,0.003116,,,,,,
0.29441,13.23,0.005292,0.29402,7.5,0.003,,,,,,
0.29481,13.12,0.00656,0.29442,7.6,0.00304,,,,,,
0.29531,12.34,0.004936,0.29482,7.74,0.003096,,,,,,
0.29571,12.06,0.004824,0.29522,7.71,0.003084,,,,,,
0.29611,11.82,0.004728,0.29562,7.62,0.003048,,,,,,
0.29651,11.6,0.00464,0.29602,7.56,0.003024,,,,,,
0.29691,11.44,0.00572,0.29642,7.52,0.00376,,,,,,
0.29741,11.27,0.004508,0.29692,7.51,0.003004,,,,,,
0.29781,11.14,0.004456,0.29732,7.61,0.003044,,,,,,
0.29821,10.37,0.005185,0.29772,7.48,0.00374,,,,,,
0.29871,10.2,0.00408,0.29822,7.43,0.002972,,,,,,
0.29911,10.29,0.005145,0.29862,7.42,0.002968,,,,,,
0.29961,9.8,0.00392,0.29902,7.38,0.00369,,,,,,
0.30001,9.85,0.004925,0.29952,7.3,0.00292,,,,,,
0.30051,9.98,0.003992,0.29992,7.38,0.002952,,,,,,
0.30091,9.85,0.00394,0.30032,7.24,0.00362,,,,,,
0.30131,9.86,0.00493,0.30082,7.22,0.00361,,,,,,
0.30181,9.71,0.003884,0.30132,7.14,0.002856,,,,,,
0.30221,9.75,0.0039,0.30172,7.18,0.002872,,,,,,
0.30261,9.54,0.003816,0.30212,7.24,0.002896,,,,,,
0.30301,9.79,0.003916,0.30252,7.07,0.002828,,,,,,
0.30341,9.55,0.00382,0.30292,7.14,0.002856,,,,,,
0.30381,9.52,0.003808,0.30332,6.92,0.00346,,,,,,
0.30421,9.5,0.0038,0.30382,7.02,0.002808,,,,,,
0.30461,9.47,0.003788,0.30422,6.9,0.00276,,,,,,
0.30501,9.5,0.0038,0.30462,6.99,0.002796,,,,,,
0.30541,9.23,0.003692,0.30502,7.01,0.002804,,,,,,
0.30581,9.03,0.003612,0.30542,7.01,0.002804,,,,,,
0.30621,8.83,0.003532,0.30582,6.88,0.002752,,,,,,
0.30661,8.64,0.003456,0.30622,6.9,0.00276,,,,,,
0.30701,8.68,0.003472,0.30662,6.89,0.002756,,,,,,
0.30741,8.5,0.0034,0.30702,6.9,0.00207,,,,,,
0.30781,8.42,0.003368,0.30732,6.76,0.00338,,,,,,
0.30821,8.51,0.003404,0.30782,6.74,0.002696,,,,,,
0.30861,8.28,0.003312,0.30822,6.75,0.0027,,,,,,
0.30901,8.3,0.00415,0.30862,6.48,0.00324,,,,,,
0.30951,8.13,0.003252,0.30912,6.83,0.002049,,,,,,
0.30991,8.25,0.002475,0.30942,6.71,0.002684,,,,,,
0.31021,8.09,0.004045,0.30982,6.54,0.002616,,,,,,
0.31071,8.19,0.003276,0.31022,6.49,0.002596,,,,,,
0.31111,8.04,0.003216,0.31062,6.43,0.002572,,,,,,
0.31151,8.07,0.003228,0.31102,6.48,0.002592,,,,,,
0.31191,7.96,0.003184,0.31142,6.34,0.002536,,,,,,
0.31231,7.96,0.003184,0.31182,6.42,0.002568,,,,,,
0.31271,7.89,0.003945,0.31222,6.38,0.002552,,,,,,
0.31321,7.84,0.003136,0.31262,5.99,0.002396,,,,,,
0.31361,7.82,0.003128,0.31302,5.86,0.002344,,,,,,
0.31401,7.83,0.003915,0.31342,5.99,0.002995,,,,,,
0.31451,7.73,0.003092,0.31392,6,0.0024,,,,,,
0.31491,7.67,0.003068,0.31432,5.89,0.002356,,,,,,
0.31531,7.78,0.00389,0.31472,6.08,0.00304,,,,,,
0.31581,7.4,0.00296,0.31522,5.98,0.002392,,,,,,
0.31621,7.25,0.0029,0.31562,5.95,0.00238,,,,,,
0.31661,7.24,0.00362,0.31602,5.93,0.002372,,,,,,
0.31711,7.14,0.002856,0.31642,5.96,0.002384,,,,,,
0.31751,7.2,0.0036,0.31682,5.65,0.002825,,,,,,
0.31801,7.29,0.002916,0.31732,5.79,0.002895,,,,,,
0.31841,7.16,0.002864,0.31782,5.78,0.00289,,,,,,
0.31881,7.06,0.002824,0.31832,5.69,0.002276,,,,,,
0.31921,6.93,0.002772,0.31872,5.68,0.002272,,,,,,
0.31961,7.02,0.00351,0.31912,5.74,0.002296,,,,,,
0.32011,6.87,0.002748,0.31952,5.75,0.0023,,,,,,
0.32051,6.84,0.002736,0.31992,5.69,0.002845,,,,,,
0.32091,6.74,0.002696,0.32042,5.56,0.002224,,,,,,
0.32131,6.87,0.002748,0.32082,5.61,0.002244,,,,,,
0.32171,6.71,0.002684,0.32122,5.62,0.002248,,,,,,
0.32211,6.77,0.002708,0.32162,5.59,0.002236,,,,,,
0.32251,6.85,0.00274,0.32202,5.61,0.002244,,,,,,
0.32291,6.75,0.002025,0.32242,5.46,0.002184,,,,,,
0.32321,6.84,0.002736,0.32282,5.45,0.00218,,,,,,
0.32361,6.58,0.00329,0.32322,5.54,0.002216,,,,,,
0.32411,6.65,0.00266,0.32362,5.51,0.002204,,,,,,
0.32451,6.53,0.002612,0.32402,5.25,0.0021,,,,,,
0.32491,6.81,0.002724,0.32442,5.33,0.002132,,,,,,
0.32531,6.69,0.002676,0.32482,5.24,0.002096,,,,,,
0.32571,6.36,0.002544,0.32522,5.38,0.002152,,,,,,
0.32611,6.55,0.00262,0.32562,5.26,0.002104,,,,,,
0.32651,6.26,0.002504,0.32602,5.07,0.001521,,,,,,
0.32691,6.51,0.002604,0.32632,5.26,0.00263,,,,,,
0.32731,6.44,0.00322,0.32682,5.18,0.002072,,,,,,
0.32781,6.43,0.002572,0.32722,5.13,0.002052,,,,,,
0.32821,6.5,0.0026,0.32762,5.06,0.002024,,,,,,
0.32861,6.3,0.00252,0.32802,5.05,0.00202,,,,,,
0.32901,6.31,0.002524,0.32842,5.17,0.002068,,,,,,
0.32941,6.01,0.002404,0.32882,5.08,0.002032,,,,,,
0.32981,6.18,0.002472,0.32922,5,0.002,,,,,,
0.33021,5.9,0.00295,0.32962,4.93,0.001972,,,,,,
0.33071,5.78,0.002312,0.33002,4.92,0.001968,,,,,,
0.33111,5.89,0.002356,0.33042,4.86,0.001944,,,,,,
0.33151,6.05,0.00242,0.33082,4.89,0.002445,,,,,,
0.33191,5.97,0.002985,0.33132,4.78,0.001912,,,,,,
0.33241,5.96,0.00298,0.33172,4.83,0.001932,,,,,,
0.33291,5.67,0.002268,0.33212,4.93,0.001972,,,,,,
0.33331,5.93,0.002372,0.33252,4.97,0.002485,,,,,,
0.33371,5.93,0.002372,0.33302,4.87,0.001948,,,,,,
0.33411,5.89,0.002356,0.33342,4.72,0.00236,,,,,,
0.33451,5.87,0.002935,0.33392,4.79,0.001916,,,,,,
0.33501,5.85,0.00234,0.33432,4.66,0.001864,,,,,,
0.33541,5.81,0.002905,0.33472,4.76,0.00238,,,,,,
0.33591,5.67,0.002268,0.33522,4.66,0.001864,,,,,,
0.33631,5.75,0.002875,0.33562,4.66,0.001864,,,,,,
0.33681,5.82,0.002328,0.33602,4.68,0.00234,,,,,,
0.33721,5.84,0.002336,0.33652,4.59,0.001836,,,,,,
0.33761,5.68,0.002272,0.33692,4.57,0.001828,,,,,,
0.33801,5.62,0.002248,0.33732,4.43,0.001772,,,,,,
0.33841,5.71,0.002284,0.33772,4.43,0.001772,,,,,,
0.33881,5.63,0.002252,0.33812,4.38,0.00219,,,,,,
0.33921,5.71,0.002284,0.33862,4.6,0.00138,,,,,,
0.33961,5.85,0.00234,0.33892,4.48,0.001792,,,,,,
0.34001,5.75,0.0023,0.33932,4.44,0.001776,,,,,,
0.34041,5.73,0.002292,0.33972,4.41,0.002205,,,,,,
0.34081,5.59,0.002236,0.34022,4.44,0.001776,,,,,,
0.34121,5.56,0.002224,0.34062,4.44,0.001776,,,,,,
0.34161,5.58,0.002232,0.34102,4.34,0.001736,,,,,,
0.34201,5.57,0.002228,0.34142,4.25,0.0017,,,,,,
0.34241,5.69,0.002276,0.34182,4.35,0.00174,,,,,,
0.34281,5.35,0.00214,0.34222,4.25,0.0017,,,,,,
0.34321,5.42,0.002168,0.34262,4.14,0.001656,,,,,,
0.34361,5.35,0.00214,0.34302,4.33,0.001732,,,,,,
0.34401,5.3,0.00212,0.34342,4.16,0.001664,,,,,,
0.34441,5.58,0.002232,0.34382,4.21,0.001684,,,,,,
0.34481,5.31,0.002124,0.34422,4.13,0.001652,,,,,,
0.34521,5.34,0.002136,0.34462,4.13,0.001652,,,,,,
0.34561,5.47,0.002188,0.34502,4.16,0.001664,,,,,,
0.34601,5.37,0.002148,0.34542,4.17,0.001668,,,,,,
0.34641,5.52,0.002208,0.34582,4.16,0.001664,,,,,,
0.34681,5.11,0.002555,0.34622,4.01,0.002005,,,,,,
0.34731,5.26,0.002104,0.34672,4.05,0.00162,,,,,,
0.34771,5.25,0.0021,0.34712,4.01,0.001604,,,,,,
0.34811,5.11,0.002044,0.34752,4.11,0.002055,,,,,,
0.34851,5.48,0.00274,0.34802,3.84,0.001536,,,,,,
0.34901,5.35,0.00214,0.34842,3.98,0.001592,,,,,,
0.34941,5.29,0.002116,0.34882,3.76,0.001504,,,,,,
0.34981,5.22,0.00261,0.34922,3.99,0.001995,,,,,,
0.35031,5.16,0.002064,0.34972,3.9,0.00156,,,,,,
0.35071,5.13,0.002565,0.35012,3.73,0.001492,,,,,,
0.35121,5.2,0.00208,0.35052,3.81,0.001905,,,,,,
0.35161,5.19,0.002076,0.35102,3.79,0.001516,,,,,,
0.35201,5.12,0.00256,0.35142,3.88,0.00194,,,,,,
0.35251,4.89,0.001956,0.35192,3.94,0.001576,,,,,,
0.35291,5.23,0.002092,0.35232,3.79,0.001516,,,,,,
0.35331,5.13,0.002052,0.35272,3.81,0.001524,,,,,,
0.35371,4.99,0.001996,0.35312,3.82,0.00191,,,,,,
0.35411,5.04,0.002016,0.35362,3.7,0.00148,,,,,,
0.35451,4.98,0.001992,0.35402,3.7,0.00148,,,,,,
0.35491,5.04,0.002016,0.35442,3.65,0.00146,,,,,,
0.35531,5.03,0.002012,0.35482,3.7,0.00148,,,,,,
0.35571,4.97,0.001988,0.35522,3.66,0.001464,,,,,,
0.35611,5.04,0.002016,0.35562,3.71,0.001484,,,,,,
0.35651,4.98,0.001992,0.35602,3.55,0.00142,,,,,,
0.35691,4.91,0.001964,0.35642,3.52,0.001408,,,,,,
0.35731,4.9,0.00196,0.35682,3.55,0.00142,,,,,,
0.35771,4.97,0.001988,0.35722,3.58,0.001432,,,,,,
0.35811,4.87,0.001948,0.35762,3.56,0.001424,,,,,,
0.35851,4.95,0.00198,0.35802,3.5,0.0014,,,,,,
0.35891,4.9,0.00196,0.35842,3.61,0.001444,,,,,,
0.35931,4.81,0.001924,0.35882,3.38,0.001352,,,,,,
0.35971,4.86,0.001944,0.35922,3.58,0.001432,,,,,,
0.36011,4.78,0.001912,0.35962,3.63,0.001452,,,,,,
0.36051,4.86,0.001944,0.36002,3.43,0.001372,,,,,,
0.36091,4.6,0.00184,0.36042,3.43,0.001372,,,,,,
0.36131,4.73,0.001892,0.36082,3.52,0.001408,,,,,,
0.36171,4.82,0.001928,0.36122,3.52,0.001408,,,,,,
0.36211,4.71,0.001884,0.36162,3.41,0.001364,,,,,,
0.36251,4.83,0.001932,0.36202,3.25,0.0013,,,,,,
0.36291,4.82,0.00241,0.36242,3.33,0.001332,,,,,,
